order_id,customer_id,created_at,total_amount,payment_method
1363,602,2023-10-23 15:26:31,315.16,credit_card
1364,614,2024-02-10 14:11:42,1103.15,debit_card
1365,713,2023-10-23 22:07:11,144.67,debit_card
1366,126,2024-04-26 14:39:29,94.41,paypal
1367,697,2023-12-27 09:14:24,913.5,debit_card
1368,915,2025-06-03 00:52:20,448.34,credit_card
1369,156,2024-12-24 14:53:13,482.0,debit_card
1370,199,2025-04-13 12:27:47,517.78,paypal
1371,973,2023-10-09 10:39:26,334.58,debit_card
1372,158,2023-12-30 03:41:37,55.14,paypal
1373,855,2024-09-15 08:31:45,57.39,debit_card
1374,474,2024-01-30 00:20:35,1349.08,bank_transfer
1375,207,2025-01-13 03:36:06,350.23,debit_card
1376,871,2023-12-25 13:58:44,1180.51,credit_card
1377,423,2025-06-22 08:55:23,32.88,debit_card
1378,500,2024-08-02 21:37:42,378.84,paypal
1379,331,2025-04-28 21:40:28,210.44,bank_transfer
1380,576,2024-05-13 20:01:55,1629.18,debit_card
1381,146,2025-04-13 22:12:34,781.69,credit_card
1382,367,2025-06-27 15:53:35,245.79,bank_transfer
1383,970,2024-01-22 23:15:42,305.56,bank_transfer
1384,220,2024-06-22 12:15:28,818.56,credit_card
1385,636,2023-12-17 08:33:53,720.09,debit_card
1386,300,2025-02-03 15:39:50,970.26,debit_card
1387,761,2023-06-25 12:27:21,1915.97,debit_card
1388,125,2023-11-11 08:24:12,305.62,paypal
1389,971,2023-02-02 07:50:11,340.0,credit_card
1390,428,2024-11-27 05:55:20,410.71,debit_card
1391,199,2025-02-12 15:05:20,1007.76,paypal
1392,74,2023-07-27 21:13:01,94.66,debit_card
1393,150,2024-05-16 02:39:57,499.72,bank_transfer
1394,504,2023-08-28 11:50:56,250.97,bank_transfer
1395,308,2024-02-07 16:00:35,752.67,debit_card
1396,825,2023-05-11 00:51:32,124.34,paypal
1397,413,2024-04-04 22:23:01,225.0,bank_transfer
1398,207,2025-04-24 04:54:24,361.86,bank_transfer
1399,594,2024-04-25 11:41:04,441.14,debit_card
1400,689,2025-06-04 11:47:01,443.87,bank_transfer
1401,149,2024-04-27 19:10:24,198.94,debit_card
1402,149,2024-04-05 02:55:25,284.32,debit_card
1403,35,2023-10-12 07:32:41,120.08,credit_card
1404,718,2024-01-28 22:07:27,1294.2,bank_transfer
1405,642,2024-03-07 08:51:00,1027.93,credit_card
1406,454,2023-09-19 02:54:19,108.88,debit_card
1407,842,2025-04-17 16:22:31,650.76,paypal
1408,793,2025-05-09 06:57:13,1719.89,bank_transfer
1409,566,2023-09-12 18:53:19,1349.9,bank_transfer
1410,867,2024-09-25 01:02:17,24.05,bank_transfer
1411,172,2023-10-03 00:16:24,126.96,credit_card
1412,111,2023-01-02 06:35:22,147.32,debit_card
1413,232,2025-04-19 17:41:46,1396.88,bank_transfer
1414,55,2025-02-04 20:40:58,998.67,debit_card
1415,511,2023-01-10 17:54:34,871.34,bank_transfer
1416,941,2025-02-20 15:27:42,753.79,bank_transfer
1417,37,2023-10-04 19:35:38,163.18,bank_transfer
1418,117,2024-08-08 10:44:47,418.36,debit_card
1419,427,2024-04-23 12:51:28,1300.78,credit_card
1420,938,2024-11-22 08:44:02,500.63,bank_transfer
1421,288,2025-06-10 19:47:13,994.83,bank_transfer
1422,493,2025-03-01 19:05:34,244.76,bank_transfer
1423,38,2024-12-18 18:13:26,1143.84,bank_transfer
1424,137,2025-06-22 08:49:20,362.83,paypal
1425,987,2023-02-18 18:38:27,391.64,bank_transfer
1426,967,2024-03-26 07:26:04,134.48,paypal
1427,3,2025-04-10 12:52:18,159.83,bank_transfer
1428,958,2024-04-18 23:44:43,1298.93,debit_card
1429,620,2024-11-25 12:16:58,1801.7,credit_card
1430,867,2024-07-06 20:34:36,123.54,bank_transfer
1431,428,2024-02-10 12:59:37,789.93,credit_card
1432,500,2025-04-04 14:23:06,1184.92,credit_card
1433,469,2023-12-25 17:33:09,513.08,bank_transfer
1434,646,2024-03-02 01:06:25,1061.31,debit_card
1435,133,2023-07-01 11:42:23,718.16,debit_card
1436,30,2023-01-13 07:04:12,482.24,paypal
1437,280,2025-02-14 00:29:13,2779.32,credit_card
1438,686,2023-12-27 00:38:55,774.67,credit_card
1439,171,2024-01-23 00:29:42,372.42,debit_card
1440,655,2023-08-11 10:22:31,650.88,paypal
1441,971,2024-04-19 05:26:01,416.82,bank_transfer
1442,94,2023-06-29 15:58:26,339.31,credit_card
1443,654,2024-07-18 07:47:31,93.48,paypal
1444,423,2024-02-23 06:10:52,233.12,bank_transfer
1445,867,2023-07-04 23:43:01,226.95,credit_card
1446,156,2025-03-04 02:30:04,1553.45,credit_card
1447,674,2025-03-07 21:16:30,1472.43,debit_card
1448,838,2024-05-05 20:12:14,501.35,debit_card
1449,952,2025-01-19 17:47:05,1784.21,credit_card
1450,669,2025-01-14 09:31:42,748.23,debit_card
1451,481,2024-08-07 04:55:40,414.4,paypal
1452,595,2023-01-27 08:23:07,1273.73,paypal
1453,868,2025-03-10 09:40:13,856.44,paypal
1454,550,2025-06-06 00:58:11,1428.96,paypal
1455,30,2025-04-01 11:41:59,1158.76,debit_card
1456,937,2024-10-22 22:04:36,33.07,debit_card
1457,673,2023-12-05 02:07:31,59.61,bank_transfer
1458,659,2023-05-08 06:03:03,393.21,bank_transfer
1459,181,2024-12-28 00:41:22,2626.41,credit_card
1460,638,2024-12-22 20:30:19,95.46,debit_card
1461,370,2023-07-16 13:37:25,45.27,credit_card
1462,630,2025-06-26 23:28:46,78.92,bank_transfer
1463,104,2024-05-04 13:36:38,548.22,credit_card
1464,638,2023-04-05 18:06:56,510.62,credit_card
1465,1000,2024-06-17 05:19:32,1455.65,debit_card
1466,47,2023-04-04 18:08:48,202.72,paypal
1467,981,2024-11-30 14:44:26,662.28,debit_card
1468,388,2025-06-27 10:17:48,359.82,bank_transfer
1469,871,2023-03-08 03:46:15,412.8,debit_card
1470,767,2024-12-10 19:47:56,71.96,bank_transfer
1471,545,2024-01-23 09:20:12,1431.57,credit_card
1472,721,2023-02-24 07:28:29,618.0,credit_card
1473,877,2025-05-20 06:23:07,933.0,paypal
1474,385,2024-02-25 08:15:32,1027.34,paypal
1475,301,2023-01-06 13:59:09,176.23,paypal
1476,647,2024-05-11 22:46:32,937.97,bank_transfer
1477,796,2023-07-11 12:25:50,164.39,bank_transfer
1478,745,2024-02-25 23:12:23,23.58,credit_card
1479,782,2025-02-26 23:54:59,2467.44,credit_card
1480,418,2023-01-14 02:14:46,1820.3,debit_card
1481,810,2023-09-17 04:56:41,60.57,debit_card
1482,115,2023-12-28 09:35:16,213.24,bank_transfer
1483,523,2024-12-18 10:05:41,94.99,credit_card
1484,4,2025-02-07 13:32:21,406.9,bank_transfer
1485,299,2023-08-13 09:13:12,112.26,bank_transfer
1486,341,2023-08-23 14:33:31,235.2,bank_transfer
1487,374,2024-04-08 18:39:01,871.36,bank_transfer
1488,677,2023-03-22 04:26:50,111.04,bank_transfer
1489,363,2023-06-04 03:04:08,309.56,debit_card
1490,425,2023-03-29 03:12:25,568.31,bank_transfer
1491,199,2024-10-05 06:56:15,45.18,bank_transfer
1492,350,2025-04-24 14:39:21,215.36,paypal
1493,191,2025-02-07 20:25:59,56.38,bank_transfer
1494,73,2023-12-02 20:04:06,562.84,bank_transfer
1495,583,2023-04-28 09:28:21,855.33,credit_card
1496,648,2023-04-17 06:14:10,849.93,debit_card
1497,597,2023-10-13 07:36:24,90.71,debit_card
1498,438,2024-02-24 05:47:05,104.7,paypal
1499,355,2024-04-18 22:36:48,580.95,paypal
1500,860,2023-07-22 19:15:22,1246.62,paypal
1501,503,2025-06-26 18:00:08,124.52,credit_card
1502,458,2023-06-15 03:10:29,31.58,debit_card
1503,24,2024-10-29 18:36:18,849.67,bank_transfer
1504,314,2024-08-12 07:54:28,89.34,paypal
1505,356,2024-12-09 15:51:57,223.92,bank_transfer
1506,377,2024-03-28 22:44:17,1392.6,debit_card
1507,559,2024-03-08 19:03:13,1122.5,debit_card
1508,515,2023-09-16 15:33:32,97.84,paypal
1509,589,2023-11-20 07:55:18,255.88,paypal
1510,749,2024-09-18 12:20:31,426.0,credit_card
1511,803,2023-02-05 22:49:14,124.52,debit_card
1512,701,2023-08-04 17:12:52,330.32,bank_transfer
1513,963,2023-01-14 20:03:14,1273.04,bank_transfer
1514,22,2023-02-05 19:39:07,753.83,credit_card
1515,170,2025-03-24 01:26:40,1013.17,paypal
1516,7,2023-08-22 03:26:01,81.94,paypal
1517,627,2023-11-13 01:17:18,554.35,paypal
1518,904,2024-03-16 05:18:16,226.57,debit_card
1519,204,2024-02-19 18:21:11,133.75,debit_card
1520,935,2023-08-03 00:32:28,763.65,bank_transfer
1521,56,2024-02-12 03:02:55,1520.39,bank_transfer
1522,938,2023-12-12 06:47:44,421.86,paypal
1523,324,2023-06-16 12:04:01,1526.29,credit_card
1524,103,2023-09-26 13:55:11,92.8,credit_card
1525,465,2023-07-18 12:14:17,951.97,credit_card
1526,218,2024-02-15 20:58:29,790.84,debit_card
1527,252,2023-08-13 04:53:03,436.24,debit_card
1528,279,2023-01-11 15:08:49,537.22,debit_card
1529,789,2024-06-27 06:35:36,1078.98,debit_card
1530,522,2024-09-04 10:22:23,96.2,bank_transfer
1531,283,2024-06-29 09:18:00,645.5,paypal
1532,590,2025-01-05 06:05:19,32.1,debit_card
1533,698,2024-10-03 05:35:20,141.09,bank_transfer
1534,236,2024-04-13 02:39:51,234.71,credit_card
1535,394,2024-04-22 06:41:01,483.09,paypal
1536,116,2024-02-03 21:22:27,314.76,credit_card
1537,158,2025-02-04 22:31:13,1199.96,debit_card
1538,666,2023-01-04 22:00:23,2396.1,credit_card
1539,158,2024-09-21 09:09:13,26.85,credit_card
1540,507,2023-09-08 02:26:07,299.05,credit_card
1541,692,2025-03-31 01:15:43,343.25,debit_card
1542,104,2023-04-08 01:29:48,55.39,credit_card
1543,545,2023-01-21 12:22:04,222.13,credit_card
1544,218,2025-02-10 02:27:42,1160.08,credit_card
1545,966,2025-06-22 20:21:33,426.47,paypal
1546,462,2023-12-14 03:04:34,598.7,bank_transfer
1547,794,2023-08-02 18:10:03,1419.65,debit_card
1548,526,2025-01-31 19:48:36,103.04,paypal
1549,40,2023-12-19 03:25:50,126.88,credit_card
1550,616,2024-03-21 12:31:43,1524.3,debit_card
1551,958,2024-09-06 00:24:42,232.81,bank_transfer
1552,581,2024-08-17 01:54:00,432.77,debit_card
1553,812,2025-06-16 23:47:41,419.51,credit_card
1554,885,2024-09-23 14:06:48,85.29,debit_card
1555,191,2025-03-22 22:59:15,854.54,paypal
1556,180,2025-04-21 16:51:38,482.46,debit_card
1557,590,2023-06-06 19:05:32,346.65,bank_transfer
1558,392,2024-03-27 17:52:16,397.02,paypal
1559,838,2023-01-05 21:04:39,700.74,debit_card
1560,907,2025-02-01 02:17:46,1383.5,bank_transfer
1561,327,2024-05-26 21:14:21,382.56,paypal
1562,199,2024-08-07 16:29:01,104.08,debit_card
1563,767,2023-12-19 18:15:30,992.49,bank_transfer
1564,239,2023-04-11 10:37:10,903.02,bank_transfer
1565,816,2025-04-05 17:56:32,206.87,bank_transfer
1566,404,2024-05-09 01:46:11,182.21,credit_card
1567,647,2024-04-13 16:43:02,608.56,paypal
1568,96,2024-09-04 17:18:47,1064.83,bank_transfer
1569,603,2024-11-22 18:42:58,801.2,bank_transfer
1570,426,2024-10-10 16:05:56,1331.11,credit_card
1571,568,2024-02-13 22:31:52,877.88,credit_card
1572,149,2025-03-26 06:56:33,433.62,paypal
1573,718,2023-10-26 00:45:46,586.43,paypal
1574,860,2023-04-30 13:48:54,746.62,bank_transfer
1575,183,2023-11-17 09:15:39,1329.38,credit_card
1576,96,2023-06-15 07:30:27,456.03,credit_card
1577,24,2025-04-23 19:47:23,474.43,debit_card
1578,622,2023-06-10 21:11:46,865.92,bank_transfer
1579,588,2024-02-22 07:32:11,144.87,credit_card
1580,525,2024-11-30 22:43:34,517.94,credit_card
1581,196,2024-06-15 22:50:27,268.82,debit_card
1582,366,2023-10-14 23:57:58,552.07,bank_transfer
1583,576,2024-11-04 00:01:52,156.08,bank_transfer
1584,480,2023-08-31 18:18:28,734.51,debit_card
1585,988,2023-07-17 15:07:34,135.35,credit_card
1586,129,2023-03-16 04:32:50,1534.82,bank_transfer
1587,677,2024-09-05 19:37:13,460.41,debit_card
1588,385,2025-06-29 21:59:05,741.08,bank_transfer
1589,410,2025-02-08 04:57:58,695.92,debit_card
1590,700,2023-05-01 18:53:28,658.41,debit_card
1591,673,2023-09-01 16:48:55,372.06,paypal
1592,990,2024-08-04 08:39:40,778.14,paypal
1593,123,2024-09-20 20:47:17,1030.97,debit_card
1594,104,2024-09-04 05:38:38,444.58,credit_card
1595,705,2023-09-09 04:19:32,44.37,bank_transfer
1596,556,2024-05-01 07:36:28,1865.03,paypal
1597,238,2023-04-12 20:29:50,186.78,credit_card
1598,78,2024-11-27 03:44:52,522.2,credit_card
1599,85,2023-12-22 20:43:18,79.78,bank_transfer
1600,899,2023-07-19 00:14:36,409.31,credit_card
1601,165,2023-08-09 09:11:08,496.49,credit_card
1602,297,2023-06-14 12:02:29,63.96,paypal
1603,191,2023-05-27 03:49:23,269.0,credit_card
1604,329,2025-03-14 18:59:30,845.92,debit_card
1605,68,2023-05-26 03:06:39,379.91,debit_card
1606,503,2023-01-12 12:46:26,683.43,credit_card
1607,66,2024-07-10 02:01:50,448.6,paypal
1608,786,2024-11-04 02:15:33,236.43,paypal
1609,198,2024-11-10 05:36:17,1660.34,paypal
1610,522,2024-04-19 00:34:35,875.16,debit_card
1611,879,2023-06-15 02:45:41,859.93,paypal
1612,630,2023-10-08 01:19:45,107.9,debit_card
1613,514,2024-01-17 15:45:31,722.28,credit_card
1614,299,2023-01-21 21:15:21,215.78,credit_card
1615,305,2025-06-21 02:31:45,481.78,credit_card
1616,650,2023-12-26 18:38:54,1071.58,bank_transfer
1617,992,2023-12-12 03:56:50,848.88,paypal
1618,639,2023-06-22 06:33:00,761.21,credit_card
1619,536,2023-01-23 21:00:05,162.77,bank_transfer
1620,710,2024-10-23 03:55:03,269.04,credit_card
1621,441,2023-01-20 07:27:14,1117.5,credit_card
1622,56,2023-11-02 10:48:02,2552.0,debit_card
1623,539,2024-01-25 22:15:04,1298.52,credit_card
1624,963,2025-01-05 08:56:25,389.92,debit_card
1625,155,2024-04-10 16:35:54,139.44,debit_card
1626,673,2024-11-22 17:51:01,393.62,paypal
1627,171,2024-10-27 11:56:00,331.51,credit_card
1628,518,2023-09-15 02:34:40,212.68,paypal
1629,98,2024-12-27 09:46:56,159.2,credit_card
1630,425,2023-01-05 23:47:08,381.71,paypal
1631,737,2024-03-08 16:14:38,322.28,debit_card
1632,319,2025-01-10 22:11:35,964.81,debit_card
1633,643,2024-12-08 18:23:52,465.29,paypal
1634,779,2024-10-05 06:32:14,715.88,credit_card
1635,935,2024-07-25 06:27:09,49.96,credit_card
1636,199,2023-08-20 16:48:58,107.85,credit_card
1637,378,2024-12-06 22:04:52,762.31,bank_transfer
1638,141,2024-02-19 18:49:09,704.33,debit_card
1639,990,2023-10-12 22:01:16,491.89,paypal
1640,935,2023-03-14 12:45:37,92.34,bank_transfer
1641,522,2023-02-07 09:24:33,851.53,credit_card
1642,839,2024-12-08 10:57:46,1116.36,credit_card
1643,504,2025-04-26 17:29:51,526.47,bank_transfer
1644,603,2023-10-25 17:31:21,927.41,paypal
1645,87,2023-11-14 00:24:44,156.69,paypal
1646,736,2024-03-29 12:11:24,569.83,debit_card
1647,123,2024-05-22 17:17:23,480.35,paypal
1648,821,2025-04-16 16:46:12,41.2,paypal
1649,767,2023-12-27 09:35:47,1084.28,bank_transfer
1650,692,2025-02-18 19:50:22,165.16,paypal
1651,34,2023-12-11 13:04:46,135.36,credit_card
1652,274,2024-08-12 17:01:24,562.34,credit_card
1653,223,2023-11-07 05:50:45,804.24,bank_transfer
1654,332,2025-03-08 04:38:35,1335.44,paypal
1655,85,2024-04-09 17:01:22,744.79,debit_card
1656,942,2024-12-26 08:17:17,694.57,debit_card
1657,531,2025-01-03 14:40:34,377.85,debit_card
1658,277,2023-07-06 11:40:20,1243.44,paypal
1659,375,2023-12-06 04:22:51,559.67,credit_card
1660,424,2024-04-03 15:09:43,271.61,bank_transfer
1661,581,2023-01-29 20:14:28,87.83,debit_card
1662,500,2025-05-06 10:41:17,556.42,bank_transfer
1663,928,2024-04-23 23:41:58,63.96,bank_transfer
1664,480,2024-02-02 10:29:17,317.56,paypal
1665,990,2024-03-08 10:48:32,491.62,credit_card
1666,852,2024-07-01 05:52:55,690.36,bank_transfer
1667,175,2023-03-01 17:09:39,553.54,bank_transfer
1668,937,2023-03-20 10:41:28,628.09,bank_transfer
1669,113,2024-10-09 17:07:48,1073.28,debit_card
1670,809,2024-05-13 01:26:26,1933.74,credit_card
1671,356,2024-01-31 19:53:29,696.72,credit_card
1672,877,2023-08-29 09:47:32,378.33,paypal
1673,867,2023-12-19 08:47:34,122.58,debit_card
1674,793,2023-11-14 02:20:26,597.86,paypal
1675,772,2023-09-06 04:36:58,100.08,debit_card
1676,276,2023-12-29 18:42:47,1257.63,paypal
1677,80,2025-05-17 21:49:12,647.74,credit_card
1678,383,2023-05-13 07:33:23,584.64,bank_transfer
1679,155,2025-06-07 08:53:39,324.31,paypal
1680,677,2023-09-11 18:45:20,188.26,credit_card
1681,317,2023-03-22 12:21:18,603.6,debit_card
1682,979,2024-06-02 02:44:53,933.91,paypal
1683,622,2023-10-13 14:22:06,165.41,bank_transfer
1684,816,2023-02-09 21:08:50,930.53,credit_card
1685,127,2025-01-02 00:14:35,848.5,bank_transfer
1686,859,2023-10-27 04:06:50,45.37,paypal
1687,930,2024-06-21 23:37:24,1490.71,credit_card
1688,467,2025-02-03 03:14:48,1578.7,credit_card
1689,587,2023-01-29 13:04:08,1210.98,credit_card
1690,749,2023-11-21 16:18:45,579.66,credit_card
1691,155,2023-08-24 10:15:33,343.0,bank_transfer
1692,488,2023-11-18 00:20:36,779.08,debit_card
1693,377,2023-03-28 04:57:27,654.85,credit_card
1694,135,2023-07-02 12:08:18,499.96,debit_card
1695,342,2024-08-28 12:42:31,161.52,paypal
1696,66,2023-09-11 05:25:47,984.46,debit_card
1697,24,2023-01-29 02:25:26,1328.47,debit_card
1698,129,2023-05-05 03:56:29,361.14,paypal
1699,966,2024-01-14 20:32:15,837.63,bank_transfer
1700,525,2023-01-05 07:29:52,110.28,credit_card
1701,967,2025-04-10 12:05:58,376.63,debit_card
1702,416,2024-08-26 03:26:31,67.72,bank_transfer
1703,283,2024-09-06 20:51:24,209.97,credit_card
1704,493,2023-01-13 10:47:39,335.17,paypal
1705,421,2024-02-12 10:57:59,353.16,debit_card
1706,104,2023-06-24 03:54:33,438.34,debit_card
1707,622,2024-12-20 23:21:33,606.33,debit_card
1708,182,2023-03-10 02:39:02,1599.46,paypal
1709,597,2024-03-15 14:38:12,392.08,bank_transfer
1710,630,2024-09-24 21:01:06,856.46,bank_transfer
1711,141,2023-08-28 15:21:18,439.8,credit_card
1712,57,2024-08-04 16:50:12,42.26,credit_card
1713,767,2024-10-19 08:33:53,31.58,paypal
1714,433,2025-03-28 23:33:13,121.44,paypal
1715,56,2024-01-17 01:15:31,798.49,credit_card
1716,993,2024-05-11 01:02:03,22.59,bank_transfer
1717,56,2024-11-06 07:48:20,2113.37,debit_card
1718,677,2023-10-30 14:58:45,647.47,bank_transfer
1719,986,2025-01-06 09:46:58,32.12,credit_card
1720,202,2023-06-05 18:01:22,261.96,debit_card
1721,134,2023-10-22 14:48:11,603.94,debit_card
1722,116,2023-11-23 17:47:38,2363.73,bank_transfer
1723,274,2024-08-07 04:36:35,556.49,debit_card
1724,103,2024-01-06 04:24:39,36.84,credit_card
1725,673,2023-04-12 09:01:09,236.01,debit_card
1726,58,2023-11-26 23:30:36,384.9,paypal
1727,493,2024-05-13 18:48:32,329.26,paypal
1728,996,2024-11-08 22:49:26,406.2,debit_card
1729,805,2023-10-14 07:23:25,1013.34,debit_card
1730,592,2023-04-28 04:19:03,1277.62,credit_card
1731,278,2024-01-05 18:46:55,161.52,debit_card
1732,603,2025-02-21 00:58:59,1253.47,paypal
1733,507,2025-02-09 14:25:10,787.5,bank_transfer
1734,407,2025-06-03 04:22:08,202.4,debit_card
1735,124,2023-01-22 10:15:18,459.37,paypal
1736,888,2024-10-01 10:25:09,318.66,bank_transfer
1737,425,2025-06-11 04:01:49,455.53,paypal
1738,168,2023-01-23 01:38:22,868.79,paypal
1739,343,2023-06-06 15:44:53,150.69,paypal
1740,394,2024-03-23 21:13:24,647.28,debit_card
1741,823,2023-08-02 13:16:40,1402.37,credit_card
1742,714,2025-03-08 12:38:03,743.86,bank_transfer
1743,755,2023-04-30 16:04:18,331.65,paypal
1744,12,2024-12-27 07:06:12,935.28,debit_card
1745,397,2023-01-06 18:13:05,307.64,bank_transfer
1746,459,2024-10-12 10:04:06,250.46,bank_transfer
1747,23,2025-03-23 01:06:15,207.49,paypal
1748,222,2024-12-31 12:34:27,712.67,paypal
1749,743,2023-04-21 17:55:31,1090.65,credit_card
1750,129,2025-03-06 19:38:09,532.79,debit_card
1751,517,2024-05-09 10:14:31,215.88,credit_card
1752,181,2024-01-16 19:52:10,139.44,paypal
1753,13,2023-08-28 01:10:14,1233.03,paypal
1754,204,2024-11-04 01:02:32,515.24,bank_transfer
1755,979,2025-06-13 13:28:57,262.72,credit_card
1756,787,2023-11-22 19:51:26,393.76,debit_card
1757,965,2024-07-03 19:44:44,862.07,paypal
1758,468,2023-01-30 06:21:03,1391.63,debit_card
1759,107,2023-05-20 20:18:39,662.76,credit_card
1760,525,2023-12-20 04:30:30,1197.56,bank_transfer
1761,428,2024-11-09 12:34:34,531.73,debit_card
1762,842,2023-01-06 17:42:19,1012.12,credit_card
1763,99,2025-06-05 07:42:11,420.23,paypal
1764,468,2025-05-02 06:38:23,860.33,bank_transfer
1765,139,2023-11-28 20:56:36,60.72,bank_transfer
1766,299,2025-04-20 05:33:22,810.86,credit_card
1767,719,2024-10-15 01:57:49,557.88,credit_card
1768,456,2024-11-30 12:46:21,586.99,bank_transfer
1769,353,2023-03-28 09:59:33,2150.71,debit_card
1770,371,2025-04-26 01:52:37,1039.82,paypal
1771,433,2024-07-28 03:27:31,836.37,debit_card
1772,769,2023-01-27 05:51:38,220.16,credit_card
1773,896,2023-08-29 07:07:23,1935.35,bank_transfer
1774,963,2023-02-26 22:20:01,82.64,debit_card
1775,771,2025-01-17 06:45:20,815.71,paypal
1776,286,2023-03-10 17:20:20,384.11,paypal
1777,671,2024-11-23 23:28:48,244.76,debit_card
1778,419,2023-06-07 18:28:48,73.88,bank_transfer
1779,215,2023-02-20 20:25:57,43.88,paypal
1780,838,2024-04-28 09:37:03,199.09,paypal
1781,37,2025-01-20 22:21:23,48.1,paypal
1782,909,2025-04-12 06:21:44,481.17,bank_transfer
1783,435,2023-08-09 18:45:11,331.17,bank_transfer
1784,620,2024-10-02 00:59:03,917.7,credit_card
1785,638,2024-11-02 02:21:58,525.8,bank_transfer
1786,900,2025-02-25 02:14:14,60.56,paypal
1787,620,2024-12-04 17:17:18,605.18,debit_card
1788,592,2023-06-12 06:34:22,1050.98,debit_card
1789,64,2024-08-02 04:47:30,36.42,debit_card
1790,502,2025-06-24 18:43:17,2041.05,debit_card
1791,139,2023-07-10 00:51:25,541.4,paypal
1792,719,2023-01-21 09:26:40,236.98,paypal
1793,497,2024-04-10 19:17:19,465.51,bank_transfer
1794,664,2023-07-19 13:23:28,1134.52,paypal
1795,38,2023-02-15 22:27:18,1453.87,bank_transfer
1796,85,2024-11-07 12:53:31,66.0,bank_transfer
1797,698,2023-02-19 19:43:00,347.74,paypal
1798,72,2023-11-21 07:00:59,835.86,credit_card
1799,71,2024-04-17 21:56:20,637.14,paypal
1800,13,2023-04-08 08:23:57,651.57,debit_card
1801,963,2025-01-30 14:13:01,1032.4,debit_card
1802,719,2025-01-24 22:11:07,706.82,debit_card
1803,327,2024-06-03 15:54:17,660.27,paypal
1804,265,2025-05-03 08:22:34,92.96,paypal
1805,322,2024-12-29 06:57:01,149.82,bank_transfer
1806,762,2023-05-11 00:15:56,975.23,debit_card
1807,639,2023-01-13 13:08:27,1343.28,credit_card
1808,159,2025-03-31 17:48:42,412.23,paypal
1809,155,2023-11-17 05:05:57,1543.37,credit_card
1810,100,2025-05-02 12:28:23,441.48,paypal
1811,638,2024-10-19 11:42:20,552.5,debit_card
1812,748,2024-01-15 15:33:40,182.16,debit_card
1813,225,2023-11-01 17:58:08,251.49,debit_card
1814,23,2025-02-19 03:27:59,375.28,paypal
1815,82,2023-08-27 07:15:40,1005.96,credit_card
1816,968,2023-06-10 03:43:37,720.78,debit_card
1817,263,2023-11-16 17:01:42,448.31,paypal
1818,755,2023-02-12 18:26:28,88.49,credit_card
1819,604,2023-06-26 21:26:52,114.62,paypal
1820,358,2023-10-10 00:07:57,96.58,debit_card
1821,172,2024-01-30 19:52:57,2035.09,bank_transfer
1822,116,2025-06-25 16:02:34,1620.35,debit_card
1823,592,2024-03-05 21:09:51,458.12,paypal
1824,762,2024-05-31 13:04:51,298.16,debit_card
1825,623,2024-07-28 08:36:21,992.84,debit_card
1826,510,2024-03-24 05:41:05,320.71,bank_transfer
1827,38,2023-07-17 17:24:35,1655.35,paypal
1828,969,2024-12-11 23:02:47,479.62,paypal
1829,784,2025-02-16 01:13:42,264.19,debit_card
1830,259,2024-04-04 20:59:18,1297.29,credit_card
1831,985,2023-06-07 16:25:19,703.81,bank_transfer
1832,581,2023-09-15 22:38:59,157.17,bank_transfer
1833,562,2025-01-18 17:16:35,497.5,bank_transfer
1834,726,2024-03-03 08:24:54,24.76,paypal
1835,801,2024-09-10 15:09:39,613.01,bank_transfer
1836,636,2023-11-15 15:14:04,334.26,debit_card
1837,123,2024-09-06 06:00:47,414.61,bank_transfer
1838,310,2024-03-29 19:27:24,117.28,credit_card
1839,935,2024-10-01 13:03:41,1101.37,bank_transfer
1840,190,2024-01-19 13:02:37,642.78,paypal
1841,349,2024-10-13 07:13:20,320.54,credit_card
1842,415,2023-04-07 10:22:25,185.21,paypal
1843,421,2025-06-17 10:08:56,2217.68,credit_card
1844,592,2024-09-19 21:36:22,45.27,credit_card
1845,950,2023-07-09 12:15:43,211.53,paypal
1846,204,2023-08-31 05:43:40,100.94,credit_card
1847,116,2025-01-24 10:50:46,1168.92,debit_card
1848,170,2023-06-01 20:47:47,261.68,debit_card
1849,889,2025-03-19 23:08:09,361.14,debit_card
1850,625,2025-04-08 22:42:35,385.98,bank_transfer
1851,254,2025-03-03 09:01:37,473.71,credit_card
1852,807,2025-06-16 06:18:54,450.74,debit_card
1853,859,2023-05-09 00:08:17,463.48,bank_transfer
1854,845,2023-04-14 04:39:50,611.56,credit_card
1855,928,2024-07-18 08:12:52,739.62,bank_transfer
1856,212,2024-08-29 12:09:49,677.9,debit_card
1857,735,2024-07-21 23:18:48,966.12,paypal
1858,434,2024-09-21 06:59:04,368.52,paypal
1859,839,2023-06-22 19:00:52,664.64,bank_transfer
1860,707,2025-03-06 06:55:41,603.11,credit_card
1861,765,2023-08-07 14:22:10,49.7,debit_card
1862,635,2025-02-18 01:21:25,63.96,debit_card
1863,156,2023-12-23 07:28:35,180.57,credit_card
1864,523,2024-05-22 13:49:49,188.0,credit_card
1865,987,2025-05-10 23:44:36,163.27,paypal
1866,942,2023-02-16 03:20:34,321.2,credit_card
1867,40,2024-11-09 08:38:05,503.01,debit_card
1868,147,2025-04-19 13:24:51,53.95,paypal
1869,126,2023-06-08 23:00:52,337.74,paypal
1870,706,2024-12-30 09:23:01,575.32,debit_card
1871,810,2024-06-18 22:24:20,1337.3,paypal
