order_item_id,order_id,product_id,quantity,unit_price
2432,792,193,2,88.49
2433,792,12,3,31.67
2434,793,2,1,54.44
2435,793,1,4,22.0
2436,794,113,1,299.39
2437,795,57,4,20.41
2438,795,124,3,110.37
2439,795,90,3,31.72
2440,795,150,4,45.27
2441,796,45,4,30.6
2442,796,58,3,361.14
2443,796,147,2,53.97
2444,797,29,2,104.7
2445,797,92,4,30.21
2446,797,143,2,112.5
2447,798,85,4,332.89
2448,798,84,4,143.68
2449,798,147,3,53.97
2450,798,89,3,14.79
2451,799,50,2,42.32
2452,799,143,3,112.5
2453,800,75,4,60.72
2454,800,62,3,120.08
2455,800,79,4,11.13
2456,800,95,1,24.85
2457,801,111,4,51.45
2458,801,32,2,49.61
2459,801,77,4,62.26
2460,802,114,2,90.04
2461,802,35,4,143.71
2462,802,197,2,72.17
2463,802,137,2,129.99
2464,803,153,1,26.02
2465,803,98,1,94.35
2466,804,171,2,53.95
2467,804,63,2,48.34
2468,804,181,2,31.71
2469,805,117,2,88.11
2470,805,166,3,61.94
2471,805,96,3,63.04
2472,806,84,4,143.68
2473,806,107,2,25.16
2474,807,196,2,34.62
2475,807,133,4,32.1
2476,808,76,3,115.55
2477,808,35,4,143.71
2478,808,4,2,67.24
2479,808,138,4,95.11
2480,809,69,3,135.36
2481,809,68,4,53.84
2482,809,18,2,97.85
2483,809,74,1,20.6
2484,809,36,2,316.51
2485,810,71,4,31.98
2486,811,171,1,53.95
2487,811,39,4,27.76
2488,811,57,3,20.41
2489,812,53,3,279.09
2490,812,200,4,42.9
2491,812,68,1,53.84
2492,813,4,3,67.24
2493,813,77,4,62.26
2494,813,181,3,31.71
2495,813,77,3,62.26
2496,813,8,4,23.52
2497,814,111,4,51.45
2498,814,98,1,94.35
2499,814,54,3,74.54
2500,815,49,2,41.68
2501,816,173,1,56.75
2502,817,15,3,17.34
2503,817,117,1,88.11
2504,817,194,1,80.45
2505,817,194,1,80.45
2506,817,127,2,77.79
2507,818,87,2,101.09
2508,819,65,4,254.68
2509,819,106,2,57.62
2510,819,96,4,63.04
2511,819,40,3,19.37
2512,820,102,2,24.05
2513,820,16,3,51.22
2514,821,140,1,79.39
2515,821,141,2,20.89
2516,822,33,3,26.0
2517,822,128,4,20.75
2518,823,51,3,31.58
2519,823,69,3,135.36
2520,823,49,2,41.68
2521,823,2,1,54.44
2522,824,124,4,110.37
2523,825,196,1,34.62
2524,826,136,4,275.36
2525,826,14,3,21.13
2526,826,53,4,279.09
2527,826,168,3,62.02
2528,826,91,4,41.32
2529,827,46,3,30.38
2530,827,35,4,143.71
2531,828,185,4,60.57
2532,828,170,4,332.58
2533,828,195,4,46.37
2534,829,84,2,143.68
2535,829,5,4,83.94
2536,829,28,3,27.57
2537,829,64,1,31.58
2538,830,19,2,16.44
2539,830,79,3,11.13
2540,831,100,2,78.39
2541,832,122,4,45.37
2542,832,100,1,78.39
2543,832,88,3,94.71
2544,832,171,1,53.95
2545,833,58,1,361.14
2546,833,48,3,32.23
2547,833,189,2,52.39
2548,833,161,3,61.19
2549,833,84,3,143.68
2550,834,57,4,20.41
2551,834,145,1,127.09
2552,834,162,1,47.03
2553,834,173,4,56.75
2554,834,74,3,20.6
2555,835,183,4,41.18
2556,835,181,3,31.71
2557,836,181,2,31.71
2558,836,194,2,80.45
2559,837,63,1,48.34
2560,838,106,4,57.62
2561,839,159,2,111.85
2562,839,56,3,21.69
2563,840,72,3,15.14
2564,840,125,3,29.32
2565,840,113,4,299.39
2566,841,122,3,45.37
2567,841,60,2,30.31
2568,841,13,4,144.87
2569,841,177,4,46.48
2570,841,105,1,21.94
2571,842,6,4,57.92
2572,843,90,2,31.72
2573,843,77,4,62.26
2574,844,56,2,21.69
2575,844,142,3,116.11
2576,844,91,1,41.32
2577,844,33,1,26.0
2578,845,29,1,104.7
2579,845,167,4,52.61
2580,845,76,3,115.55
2581,846,129,3,25.86
2582,847,13,2,144.87
2583,847,14,1,21.13
2584,847,31,3,31.37
2585,847,105,3,21.94
2586,848,99,1,26.88
2587,849,165,3,128.81
2588,849,163,2,133.75
2589,849,90,2,31.72
2590,849,24,1,88.43
2591,849,183,1,41.18
2592,850,9,2,116.54
2593,850,44,3,57.39
2594,850,47,3,80.46
2595,850,31,4,31.37
2596,851,99,1,26.88
2597,851,134,1,32.51
2598,851,140,2,79.39
2599,852,117,1,88.11
2600,852,2,3,54.44
2601,853,184,3,50.82
2602,854,32,3,49.61
2603,854,41,3,11.79
2604,854,122,4,45.37
2605,854,67,1,67.72
2606,855,90,4,31.72
2607,856,149,2,35.48
2608,857,167,3,52.61
2609,857,135,3,94.78
2610,857,178,4,71.35
2611,858,179,2,90.16
2612,858,169,3,50.6
2613,858,44,2,57.39
2614,858,5,4,83.94
2615,858,3,4,39.46
2616,859,121,3,260.81
2617,859,34,2,112.15
2618,859,99,1,26.88
2619,859,113,1,299.39
2620,860,190,1,77.58
2621,861,146,2,102.69
2622,861,193,4,88.49
2623,861,20,3,118.73
2624,861,74,1,20.6
2625,862,155,3,49.95
2626,862,180,4,47.14
2627,862,61,2,89.64
2628,863,35,3,143.71
2629,863,23,3,122.77
2630,863,145,1,127.09
2631,863,92,4,30.21
2632,864,6,1,57.92
2633,864,100,1,78.39
2634,864,167,1,52.61
2635,864,83,3,96.3
2636,865,135,2,94.78
2637,866,200,1,42.9
2638,867,159,1,111.85
2639,867,144,3,83.09
2640,867,149,4,35.48
2641,867,58,4,361.14
2642,868,146,3,102.69
2643,868,109,4,16.06
2644,868,65,2,254.68
2645,869,154,4,31.82
2646,869,30,4,68.73
2647,869,135,3,94.78
2648,870,67,4,67.72
2649,870,72,4,15.14
2650,871,120,2,99.47
2651,871,109,2,16.06
2652,872,199,1,81.59
2653,873,148,3,76.06
2654,873,137,4,129.99
2655,874,110,4,12.14
2656,874,79,2,11.13
2657,874,132,3,90.34
2658,875,167,2,52.61
2659,875,180,1,47.14
2660,876,49,1,41.68
2661,876,82,2,100.61
2662,876,166,1,61.94
2663,877,166,1,61.94
2664,877,137,3,129.99
2665,878,133,3,32.1
2666,878,3,4,39.46
2667,878,120,3,99.47
2668,879,184,4,50.82
2669,879,128,3,20.75
2670,879,119,3,78.45
2671,879,136,1,275.36
2672,879,196,3,34.62
2673,880,85,3,332.89
2674,881,152,2,40.55
2675,881,18,1,97.85
2676,881,51,4,31.58
2677,881,19,4,16.44
2678,882,7,2,243.37
2679,882,62,4,120.08
2680,882,156,1,27.19
2681,882,171,1,53.95
2682,883,14,1,21.13
2683,883,37,3,25.89
2684,883,55,1,112.05
2685,883,114,4,90.04
2686,884,171,4,53.95
2687,884,8,1,23.52
2688,884,121,2,260.81
2689,885,98,2,94.35
2690,885,2,4,54.44
2691,885,156,1,27.19
2692,885,162,3,47.03
2693,886,174,4,77.82
2694,886,117,1,88.11
2695,886,99,1,26.88
2696,887,88,3,94.71
2697,888,127,3,77.79
2698,888,22,4,23.67
2699,888,95,4,24.85
2700,889,81,1,251.49
2701,889,184,1,50.82
2702,889,182,2,29.78
2703,889,176,1,66.13
2704,890,132,2,90.34
2705,890,110,4,12.14
2706,890,112,1,248.75
2707,890,96,1,63.04
2708,891,61,4,89.64
2709,891,150,1,45.27
2710,892,23,3,122.77
2711,893,64,4,31.58
2712,893,49,2,41.68
2713,894,20,1,118.73
2714,894,78,2,41.29
2715,895,103,4,365.7
2716,895,198,3,166.16
2717,895,114,2,90.04
2718,895,50,3,42.32
2719,896,175,4,122.58
2720,897,79,2,11.13
2721,897,122,4,45.37
2722,897,174,4,77.82
2723,898,100,4,78.39
2724,898,16,1,51.22
2725,898,120,1,99.47
2726,899,57,3,20.41
2727,899,131,3,47.33
2728,899,198,4,166.16
2729,899,69,4,135.36
2730,900,120,3,99.47
2731,900,158,1,344.68
2732,900,28,3,27.57
2733,900,68,3,53.84
2734,900,139,3,20.58
2735,901,114,3,90.04
2736,901,70,2,26.85
2737,902,53,2,279.09
2738,902,85,3,332.89
2739,902,132,2,90.34
2740,903,160,2,48.29
2741,903,117,1,88.11
2742,904,178,3,71.35
2743,904,162,2,47.03
2744,905,92,4,30.21
2745,905,69,4,135.36
2746,905,51,1,31.58
2747,905,15,1,17.34
2748,905,25,2,50.41
2749,906,117,4,88.11
2750,906,56,4,21.69
2751,906,114,1,90.04
2752,906,40,4,19.37
2753,906,11,4,37.93
2754,907,73,1,35.91
2755,908,54,1,74.54
2756,908,157,1,167.48
2757,908,186,1,12.58
2758,908,138,3,95.11
2759,908,41,3,11.79
2760,909,121,1,260.81
2761,909,151,3,24.05
2762,909,186,2,12.58
2763,909,71,2,31.98
2764,909,48,4,32.23
2765,910,19,3,16.44
2766,910,149,4,35.48
2767,911,49,2,41.68
2768,911,122,2,45.37
2769,912,116,1,12.28
2770,912,120,1,99.47
2771,912,78,4,41.29
2772,912,43,4,109.67
2773,913,171,2,53.95
2774,913,151,4,24.05
2775,913,5,4,83.94
2776,913,154,3,31.82
2777,914,78,4,41.29
2778,914,89,2,14.79
2779,914,42,4,19.87
2780,914,29,2,104.7
2781,914,16,2,51.22
2782,915,143,4,112.5
2783,915,180,4,47.14
2784,916,143,1,112.5
2785,916,5,4,83.94
2786,916,115,4,22.59
2787,916,72,4,15.14
2788,917,46,4,30.38
2789,917,74,2,20.6
2790,917,200,2,42.9
2791,918,107,2,25.16
2792,918,40,1,19.37
2793,918,8,2,23.52
2794,918,77,1,62.26
2795,918,10,1,302.64
2796,919,91,3,41.32
2797,919,59,2,134.41
2798,919,172,2,17.99
2799,920,175,2,122.58
2800,920,125,3,29.32
2801,921,4,1,67.24
2802,921,193,1,88.49
2803,922,107,3,25.16
2804,922,156,2,27.19
2805,923,158,2,344.68
2806,923,66,3,8.08
2807,924,79,2,11.13
2808,925,170,3,332.58
2809,925,49,3,41.68
2810,926,143,2,112.5
2811,927,1,4,22.0
2812,927,93,4,35.85
2813,928,71,4,31.98
2814,928,122,2,45.37
2815,928,144,4,83.09
2816,928,150,2,45.27
2817,928,151,1,24.05
2818,929,169,4,50.6
2819,929,24,4,88.43
2820,929,181,3,31.71
2821,930,151,2,24.05
2822,930,44,4,57.39
2823,931,4,4,67.24
2824,931,46,3,30.38
2825,932,75,2,60.72
2826,932,41,2,11.79
2827,932,27,1,24.76
2828,932,192,3,28.81
2829,933,178,4,71.35
2830,933,175,1,122.58
2831,933,16,4,51.22
2832,933,59,1,134.41
2833,934,3,3,39.46
2834,934,21,1,49.64
2835,935,5,4,83.94
2836,935,81,3,251.49
2837,935,160,3,48.29
2838,936,25,1,50.41
2839,936,88,2,94.71
2840,936,98,4,94.35
2841,936,153,3,26.02
2842,936,8,4,23.52
2843,937,124,3,110.37
2844,938,9,1,116.54
2845,939,84,2,143.68
2846,939,166,4,61.94
2847,940,199,2,81.59
2848,941,44,2,57.39
2849,942,124,3,110.37
2850,942,196,3,34.62
2851,942,171,3,53.95
2852,943,156,3,27.19
2853,943,50,4,42.32
2854,943,163,4,133.75
2855,943,87,1,101.09
2856,943,55,3,112.05
2857,944,45,1,30.6
2858,944,157,3,167.48
2859,944,177,4,46.48
2860,944,50,4,42.32
2861,944,182,4,29.78
2862,945,97,4,39.89
2863,945,186,4,12.58
2864,945,14,4,21.13
2865,945,63,2,48.34
2866,945,178,4,71.35
2867,946,24,4,88.43
2868,946,48,4,32.23
2869,946,176,2,66.13
2870,947,49,3,41.68
2871,947,161,4,61.19
2872,947,68,1,53.84
2873,948,109,1,16.06
2874,948,99,2,26.88
2875,949,27,3,24.76
2876,950,67,1,67.72
2877,950,8,1,23.52
2878,950,117,2,88.11
2879,951,22,3,23.67
2880,951,119,2,78.45
2881,951,124,1,110.37
2882,951,106,4,57.62
2883,952,20,2,118.73
2884,952,122,4,45.37
2885,952,138,4,95.11
2886,952,7,3,243.37
2887,952,171,3,53.95
2888,953,159,3,111.85
2889,953,170,2,332.58
2890,954,141,1,20.89
2891,954,8,1,23.52
2892,955,30,3,68.73
2893,955,15,3,17.34
2894,956,186,3,12.58
2895,957,32,1,49.61
2896,957,39,3,27.76
2897,957,14,4,21.13
2898,958,157,4,167.48
2899,958,173,3,56.75
2900,958,90,2,31.72
2901,958,164,1,45.26
2902,959,176,4,66.13
2903,959,67,3,67.72
2904,959,9,2,116.54
2905,959,29,2,104.7
2906,960,143,1,112.5
2907,960,161,1,61.19
2908,960,75,4,60.72
2909,961,67,3,67.72
2910,961,132,4,90.34
2911,962,91,3,41.32
2912,963,118,4,67.6
2913,963,194,4,80.45
2914,963,13,2,144.87
2915,963,166,3,61.94
2916,964,61,2,89.64
2917,964,131,3,47.33
2918,964,8,4,23.52
2919,965,45,4,30.6
2920,966,161,3,61.19
2921,967,154,2,31.82
2922,967,133,3,32.1
2923,967,100,1,78.39
2924,968,36,4,316.51
2925,968,132,1,90.34
2926,968,3,3,39.46
2927,969,34,2,112.15
2928,969,59,4,134.41
2929,969,52,2,23.37
2930,970,200,1,42.9
2931,970,139,2,20.58
2932,970,128,1,20.75
2933,971,23,1,122.77
2934,971,91,4,41.32
2935,972,158,2,344.68
2936,972,72,4,15.14
2937,972,19,2,16.44
2938,973,161,2,61.19
2939,973,159,2,111.85
2940,973,18,4,97.85
2941,973,13,3,144.87
2942,973,30,1,68.73
2943,974,21,2,49.64
2944,974,103,4,365.7
2945,974,163,1,133.75
2946,974,43,2,109.67
2947,975,65,2,254.68
2948,975,74,1,20.6
2949,975,180,3,47.14
2950,975,8,1,23.52
2951,976,194,4,80.45
2952,977,105,3,21.94
2953,977,154,1,31.82
2954,977,119,1,78.45
2955,977,95,3,24.85
2956,977,111,2,51.45
2957,978,8,2,23.52
2958,978,22,3,23.67
2959,978,188,4,95.91
2960,979,197,3,72.17
2961,979,196,4,34.62
2962,979,73,1,35.91
2963,979,100,1,78.39
2964,980,187,1,73.71
2965,980,121,3,260.81
2966,981,64,1,31.58
2967,981,25,2,50.41
2968,981,116,1,12.28
2969,982,151,3,24.05
2970,982,183,3,41.18
2971,982,16,1,51.22
2972,982,143,4,112.5
2973,982,188,1,95.91
2974,983,149,1,35.48
2975,983,28,1,27.57
2976,983,19,4,16.44
2977,984,82,2,100.61
2978,984,22,1,23.67
2979,984,32,3,49.61
2980,985,141,2,20.89
2981,985,21,2,49.64
2982,985,163,2,133.75
2983,985,95,4,24.85
2984,985,146,1,102.69
2985,986,99,4,26.88
2986,986,48,2,32.23
2987,987,69,3,135.36
2988,987,81,3,251.49
2989,987,119,2,78.45
2990,988,196,4,34.62
2991,989,37,1,25.89
2992,989,129,2,25.86
2993,989,24,2,88.43
2994,989,135,1,94.78
2995,989,27,1,24.76
2996,990,192,1,28.81
2997,990,115,1,22.59
2998,990,131,4,47.33
2999,991,145,3,127.09
3000,991,158,3,344.68
3001,992,89,2,14.79
3002,992,41,4,11.79
3003,992,128,3,20.75
3004,993,88,2,94.71
3005,993,51,1,31.58
3006,993,87,1,101.09
3007,994,177,2,46.48
3008,995,158,2,344.68
3009,995,106,4,57.62
3010,995,118,2,67.6
3011,995,70,3,26.85
3012,996,88,2,94.71
3013,996,27,4,24.76
3014,997,102,1,24.05
3015,997,187,3,73.71
3016,997,22,3,23.67
3017,997,145,4,127.09
3018,997,105,1,21.94
3019,998,49,3,41.68
3020,999,172,1,17.99
3021,999,115,2,22.59
3022,999,185,1,60.57
3023,999,185,3,60.57
3024,999,126,4,19.04
3025,1000,22,4,23.67
3026,1000,62,3,120.08
3027,1001,114,3,90.04
3028,1001,72,1,15.14
3029,1001,76,3,115.55
3030,1001,125,3,29.32
3031,1001,179,4,90.16
3032,1002,87,1,101.09
3033,1002,113,1,299.39
3034,1003,174,1,77.82
3035,1003,41,1,11.79
3036,1003,83,4,96.3
3037,1003,200,2,42.9
3038,1004,75,1,60.72
3039,1004,8,4,23.52
3040,1005,179,1,90.16
3041,1005,19,3,16.44
3042,1005,185,2,60.57
3043,1005,123,1,71.08
3044,1006,186,4,12.58
3045,1007,18,2,97.85
3046,1008,187,2,73.71
3047,1008,151,1,24.05
3048,1008,112,1,248.75
3049,1009,148,2,76.06
3050,1009,147,2,53.97
3051,1010,46,2,30.38
3052,1010,27,3,24.76
3053,1010,24,3,88.43
3054,1010,183,4,41.18
3055,1011,95,3,24.85
3056,1011,2,1,54.44
3057,1012,15,4,17.34
3058,1012,84,2,143.68
3059,1013,177,3,46.48
3060,1013,107,4,25.16
3061,1013,181,2,31.71
3062,1013,119,2,78.45
3063,1013,193,4,88.49
3064,1014,56,1,21.69
3065,1014,53,2,279.09
3066,1014,43,4,109.67
3067,1014,147,3,53.97
3068,1015,175,1,122.58
3069,1016,113,4,299.39
3070,1017,176,1,66.13
3071,1017,160,2,48.29
3072,1017,49,1,41.68
3073,1017,11,3,37.93
3074,1017,172,1,17.99
3075,1018,166,4,61.94
3076,1018,9,2,116.54
3077,1019,104,4,49.96
3078,1020,17,3,293.92
3079,1020,153,1,26.02
3080,1020,93,1,35.85
3081,1020,137,1,129.99
3082,1020,199,1,81.59
3083,1021,17,3,293.92
3084,1021,138,1,95.11
3085,1021,97,1,39.89
3086,1021,162,2,47.03
3087,1021,88,3,94.71
3088,1022,130,4,90.71
3089,1022,151,3,24.05
3090,1022,53,4,279.09
3091,1022,18,1,97.85
3092,1022,163,2,133.75
3093,1023,63,4,48.34
3094,1024,9,1,116.54
3095,1025,70,2,26.85
3096,1025,69,4,135.36
3097,1025,73,4,35.91
3098,1025,104,1,49.96
3099,1026,46,4,30.38
3100,1026,65,1,254.68
3101,1026,133,1,32.1
3102,1026,74,4,20.6
3103,1026,165,1,128.81
3104,1027,83,4,96.3
3105,1027,172,3,17.99
3106,1028,54,1,74.54
3107,1029,179,1,90.16
3108,1030,110,2,12.14
3109,1030,95,2,24.85
3110,1031,80,2,37.68
3111,1032,136,3,275.36
3112,1032,146,4,102.69
3113,1032,105,3,21.94
3114,1032,130,2,90.71
3115,1032,134,1,32.51
3116,1033,74,4,20.6
3117,1033,146,2,102.69
3118,1034,17,3,293.92
3119,1034,175,4,122.58
3120,1034,165,2,128.81
3121,1035,38,2,139.58
3122,1036,59,1,134.41
3123,1036,192,1,28.81
3124,1037,173,1,56.75
3125,1037,103,2,365.7
3126,1037,192,1,28.81
3127,1038,104,1,49.96
3128,1038,167,3,52.61
3129,1038,56,1,21.69
3130,1038,146,3,102.69
3131,1038,27,1,24.76
3132,1039,194,2,80.45
3133,1039,165,3,128.81
3134,1040,162,1,47.03
3135,1040,162,1,47.03
3136,1041,109,2,16.06
3137,1042,99,3,26.88
3138,1042,27,2,24.76
3139,1043,192,4,28.81
3140,1044,156,2,27.19
3141,1044,145,2,127.09
3142,1044,105,1,21.94
3143,1044,2,1,54.44
3144,1045,110,1,12.14
3145,1046,53,4,279.09
3146,1046,57,1,20.41
3147,1046,196,2,34.62
3148,1046,24,4,88.43
3149,1047,63,1,48.34
3150,1048,58,1,361.14
3151,1048,108,2,25.76
3152,1048,46,4,30.38
3153,1048,80,2,37.68
3154,1048,96,2,63.04
3155,1049,121,1,260.81
3156,1049,30,1,68.73
3157,1049,49,3,41.68
3158,1049,56,1,21.69
3159,1049,68,3,53.84
3160,1050,166,1,61.94
3161,1051,86,1,61.13
3162,1051,194,1,80.45
3163,1051,149,2,35.48
3164,1051,104,4,49.96
3165,1052,105,2,21.94
3166,1053,18,3,97.85
3167,1053,175,2,122.58
3168,1053,6,1,57.92
3169,1053,31,2,31.37
3170,1053,92,2,30.21
3171,1054,102,4,24.05
3172,1054,37,4,25.89
3173,1054,115,2,22.59
3174,1054,98,2,94.35
3175,1055,24,3,88.43
3176,1056,69,2,135.36
3177,1056,48,4,32.23
3178,1057,130,1,90.71
3179,1057,123,1,71.08
3180,1058,122,1,45.37
3181,1059,161,3,61.19
3182,1060,199,4,81.59
3183,1060,117,4,88.11
3184,1060,34,3,112.15
3185,1060,152,4,40.55
3186,1061,116,2,12.28
3187,1061,128,3,20.75
3188,1061,114,1,90.04
3189,1062,114,2,90.04
3190,1062,159,2,111.85
3191,1062,172,1,17.99
3192,1063,157,1,167.48
3193,1063,156,4,27.19
3194,1063,86,1,61.13
3195,1064,92,4,30.21
3196,1065,150,2,45.27
3197,1065,62,2,120.08
3198,1066,28,1,27.57
3199,1066,180,3,47.14
3200,1066,152,4,40.55
3201,1066,168,1,62.02
3202,1066,197,2,72.17
3203,1067,119,3,78.45
3204,1067,72,1,15.14
3205,1067,136,4,275.36
3206,1067,87,4,101.09
3207,1068,3,4,39.46
3208,1068,97,1,39.89
3209,1069,115,3,22.59
3210,1069,197,2,72.17
3211,1069,151,3,24.05
3212,1070,55,2,112.05
3213,1070,180,1,47.14
3214,1070,171,1,53.95
3215,1070,167,4,52.61
3216,1070,33,4,26.0
3217,1071,167,4,52.61
3218,1072,67,1,67.72
3219,1072,194,3,80.45
3220,1072,171,1,53.95
3221,1072,10,3,302.64
3222,1072,14,1,21.13
3223,1073,173,4,56.75
3224,1073,105,4,21.94
3225,1074,128,4,20.75
3226,1074,55,4,112.05
3227,1075,143,4,112.5
3228,1076,135,1,94.78
3229,1076,120,4,99.47
3230,1076,69,4,135.36
3231,1076,112,4,248.75
3232,1077,14,3,21.13
3233,1077,156,1,27.19
3234,1077,5,2,83.94
3235,1077,188,2,95.91
3236,1077,135,2,94.78
3237,1078,188,3,95.91
3238,1079,94,1,277.01
3239,1080,16,2,51.22
3240,1081,166,3,61.94
3241,1081,196,2,34.62
3242,1082,76,3,115.55
3243,1082,39,3,27.76
3244,1082,90,3,31.72
3245,1083,10,1,302.64
3246,1083,173,1,56.75
3247,1083,59,4,134.41
3248,1084,91,1,41.32
3249,1084,137,4,129.99
3250,1085,149,1,35.48
3251,1085,100,1,78.39
3252,1085,103,2,365.7
3253,1085,184,1,50.82
3254,1086,126,3,19.04
3255,1087,147,4,53.97
3256,1087,99,2,26.88
3257,1087,147,4,53.97
3258,1088,36,4,316.51
3259,1088,137,1,129.99
3260,1088,64,4,31.58
3261,1088,6,4,57.92
3262,1088,46,4,30.38
3263,1089,141,4,20.89
3264,1089,81,2,251.49
3265,1089,188,1,95.91
3266,1089,48,3,32.23
3267,1090,132,2,90.34
3268,1091,66,3,8.08
3269,1091,32,1,49.61
3270,1091,199,3,81.59
3271,1092,114,2,90.04
3272,1092,147,1,53.97
3273,1092,105,2,21.94
3274,1092,155,3,49.95
3275,1093,191,3,83.28
3276,1093,112,1,248.75
3277,1093,107,2,25.16
3278,1093,137,2,129.99
3279,1093,48,1,32.23
3280,1094,133,3,32.1
3281,1094,109,3,16.06
3282,1095,170,1,332.58
3283,1095,122,1,45.37
3284,1095,111,3,51.45
3285,1096,102,1,24.05
3286,1096,193,3,88.49
3287,1096,151,2,24.05
3288,1096,8,2,23.52
3289,1096,131,4,47.33
3290,1097,154,1,31.82
3291,1097,132,1,90.34
3292,1097,6,4,57.92
3293,1097,124,4,110.37
3294,1097,55,4,112.05
3295,1098,102,3,24.05
3296,1098,144,2,83.09
3297,1098,31,4,31.37
3298,1098,167,1,52.61
3299,1099,74,1,20.6
3300,1099,140,3,79.39
3301,1100,138,1,95.11
3302,1100,114,2,90.04
3303,1100,7,3,243.37
3304,1101,51,4,31.58
3305,1101,187,2,73.71
3306,1101,79,2,11.13
3307,1102,137,3,129.99
3308,1102,148,4,76.06
3309,1103,187,3,73.71
3310,1103,69,2,135.36
3311,1103,33,3,26.0
3312,1103,16,4,51.22
3313,1103,137,2,129.99
3314,1104,81,2,251.49
3315,1104,118,3,67.6
3316,1105,112,4,248.75
3317,1106,53,4,279.09
3318,1106,78,3,41.29
3319,1106,171,3,53.95
3320,1106,65,2,254.68
3321,1106,122,1,45.37
3322,1107,176,1,66.13
3323,1108,10,3,302.64
3324,1108,105,2,21.94
3325,1109,79,3,11.13
3326,1109,18,4,97.85
3327,1110,22,3,23.67
3328,1110,146,2,102.69
3329,1111,20,3,118.73
3330,1111,160,2,48.29
3331,1111,90,1,31.72
3332,1111,64,3,31.58
3333,1111,4,1,67.24
3334,1112,106,2,57.62
3335,1112,200,4,42.9
3336,1112,140,1,79.39
3337,1112,105,3,21.94
3338,1112,113,3,299.39
3339,1113,112,4,248.75
3340,1113,154,4,31.82
3341,1113,81,1,251.49
3342,1113,179,3,90.16
3343,1113,188,4,95.91
3344,1114,173,3,56.75
3345,1114,28,3,27.57
3346,1114,142,3,116.11
3347,1115,158,2,344.68
3348,1115,169,3,50.6
3349,1115,58,1,361.14
3350,1116,28,1,27.57
3351,1117,128,1,20.75
3352,1117,118,2,67.6
3353,1117,176,2,66.13
3354,1118,42,3,19.87
3355,1119,112,4,248.75
3356,1119,37,4,25.89
3357,1119,21,4,49.64
3358,1119,61,2,89.64
3359,1120,90,4,31.72
3360,1120,128,2,20.75
3361,1120,89,1,14.79
3362,1120,190,2,77.58
3363,1121,184,1,50.82
3364,1121,58,2,361.14
3365,1122,148,2,76.06
3366,1123,126,1,19.04
3367,1124,104,4,49.96
3368,1125,70,1,26.85
3369,1125,107,4,25.16
3370,1125,154,2,31.82
3371,1125,81,2,251.49
3372,1126,150,4,45.27
3373,1126,73,2,35.91
3374,1126,126,4,19.04
3375,1127,29,4,104.7
3376,1127,19,4,16.44
3377,1127,164,2,45.26
3378,1128,193,2,88.49
3379,1128,130,2,90.71
3380,1128,36,4,316.51
3381,1128,92,2,30.21
3382,1129,32,2,49.61
3383,1129,192,4,28.81
3384,1130,132,2,90.34
3385,1130,118,2,67.6
3386,1130,129,2,25.86
3387,1131,158,2,344.68
3388,1131,172,3,17.99
3389,1132,145,2,127.09
3390,1132,93,4,35.85
3391,1132,149,3,35.48
3392,1132,99,2,26.88
3393,1133,116,1,12.28
3394,1133,191,2,83.28
3395,1133,100,4,78.39
3396,1134,14,4,21.13
3397,1134,12,4,31.67
3398,1134,50,1,42.32
3399,1134,181,2,31.71
3400,1135,49,3,41.68
3401,1135,30,4,68.73
3402,1135,163,1,133.75
3403,1135,151,2,24.05
3404,1135,20,2,118.73
3405,1136,122,4,45.37
3406,1136,188,3,95.91
3407,1136,177,2,46.48
3408,1136,104,3,49.96
3409,1137,185,1,60.57
3410,1137,160,2,48.29
3411,1137,185,1,60.57
3412,1137,159,3,111.85
3413,1138,163,3,133.75
3414,1139,70,2,26.85
3415,1140,5,2,83.94
3416,1141,61,4,89.64
3417,1142,116,4,12.28
3418,1143,100,2,78.39
3419,1143,122,1,45.37
3420,1143,24,2,88.43
3421,1143,80,2,37.68
3422,1143,127,1,77.79
3423,1144,11,1,37.93
3424,1144,122,1,45.37
3425,1145,183,1,41.18
3426,1145,9,4,116.54
3427,1146,152,1,40.55
3428,1146,187,3,73.71
3429,1146,40,2,19.37
3430,1146,125,4,29.32
3431,1146,146,4,102.69
3432,1147,3,1,39.46
3433,1147,36,2,316.51
3434,1147,131,3,47.33
3435,1147,134,2,32.51
3436,1147,61,1,89.64
3437,1148,126,3,19.04
3438,1148,29,2,104.7
3439,1148,68,2,53.84
3440,1148,2,3,54.44
3441,1149,199,1,81.59
3442,1149,70,1,26.85
3443,1149,77,2,62.26
3444,1150,100,3,78.39
3445,1150,4,2,67.24
3446,1150,20,4,118.73
3447,1150,194,3,80.45
3448,1150,24,3,88.43
3449,1151,43,1,109.67
3450,1151,6,2,57.92
3451,1152,85,3,332.89
3452,1153,13,1,144.87
3453,1153,120,4,99.47
3454,1153,13,4,144.87
3455,1154,107,3,25.16
3456,1154,190,3,77.58
3457,1154,22,2,23.67
3458,1155,7,3,243.37
3459,1155,12,4,31.67
3460,1155,4,4,67.24
3461,1156,125,3,29.32
3462,1156,75,3,60.72
3463,1156,119,3,78.45
3464,1157,96,3,63.04
3465,1157,22,4,23.67
3466,1157,168,4,62.02
3467,1158,160,1,48.29
3468,1159,162,4,47.03
3469,1160,153,1,26.02
3470,1160,18,1,97.85
3471,1160,33,1,26.0
